"","Course.Id","Title","Description","Credits","Learning.Goals","Distribution.Requirements","CO","CW","G","L","Q","A","FS","H","NS","SS","X3.3.4.3.Early.Assurance.Program.with.the.Drexel.University.Thomas.Kline.School.of.Law","X4.4.Admissions.Early.Interview.Program.with.the.New.York.Institute.of.Technology.College.of","Anthropology..B.A.","Anthropology..Environmental.Anthropology.Concentration..B.A.","Art.History..B.A.","Art..Studio.Art..B.A.","Biology..B.A.","Chemistry..B.A.","Communications..B.A.","Communications..B.A...Digital.Production.and.Cinema.Studies.Concentration","Communications..B.A...Journalism.and.Public.Relations.Concentration","Communications..B.A...Media.Studies.Concentration","Economics..B.A.","English..Creative.Writing.Track..B.A.","English..Literature.Track..B.A.","Environmental.Studies..B.A.","Fine.Arts..B.A.","French..B.A.","History..B.A.","Interdisciplinary.Studies..B.A.","International.Studies..Business.Track..B.A.","International.Studies..Political.Science.Track..B.A.","Latin.American.Studies..B.A.","Liberal.Studies..B.A.","Literature..B.A.","Mathematics..B.A.","Philosophy..B.A.","Physics..B.A.","Political.Science..B.A.","Psychology..B.A.","Social.Science..Psychology.and.Human.Service.Professions.Concentration..B.A.","Social.Science..Social.Cultural.Studies.Concentration..B.A.","Sociology..B.A.","Spanish..B.A.","X4.4.Early.Acceptance.Program..EAP..with.the.LECOM.School.of.Dental.Medicine","Dentistry..B.A..B.S..D.D.S...NYU.","General.Education...Core.Requirements","Law..B.A..B.S..J.D...Albany.","Medicine..B.A..B.S..D.O...Lake.Erie.College.of.Osteopathic.Medicine...LECOM.","Medicine..B.A..B.S..D.O...Philadelphia.College.of.Osteopathic.Medicine...PCOM..","Medicine..B.A..B.S..D.O...NEW.YORK.INSTITUTE.OF.TECHNOLOGY.COLLEGE.OF.OSTEOPATHIC.MEDICINE.NYITCOM.","Optometry..B.S..O.D...SUNY.College.of.Optometry.","Pre.Engineering..B.A..B.S..M.S...Columbia.","Scholar.Teacher.Education.Program..STEP...Teaching.English.to.Speakers.of.Other.Languages..TESOL..5.Year.B.A..M.A..or.B.S..M.A.","The.4.4.Collaborative.Affiliation.Agreement.with.the.Buffalo.School.of.Pharmacy.and.Pharmaceutical.Sciences","The.Scholar.Teacher.Education.Program..STEP...B.A..or.B.S.M.A.","Veterinary.Medicine..B.A..or.B.S..D.V.M...Ross.University.School.of.Veterinary.Medicine.","Accounting..B.B.A.","Management..B.B.A.","Management..Finance.Specialization..B.B.A.","Management..Human.Resource.Management.Specialization..B.B.A.","Management..Management.Information.Systems.Specialization..B.B.A.","Management..Marketing.Specialization..B.B.A.","Accounting.Five.Year.B.B.A..M.B.A.","Art.and.Design.Education..B.F.A.","Art.Education..Pre.K.12...B.F.A.","Art..Studio.Art..B.F.A.","Art..Studio.Art..Graphic.Design.Concentration..B.F.A.","Dance..B.F.A.","Theatre.Arts..Acting..B.F.A.","Theatre.Arts..Design.Technology..B.F.A.","Accelerated.Nursing.Program..leading.to.the.B.S..in.Nursing","Biochemistry..B.S.","Biology..B.S.","Business..B.S...through.College.of.Professional.and.Continuing.Studies.","Chemistry..B.S.","Communication.Sciences.and.Disorders..B.S.","Computer.and.Management.Information.Systems..B.S.","Computer.and.Management.Information.Systems..Game.Development.Concentration..B.S.","Computer.and.Management.Information.Systems..Information.Security.Concentration..B.S.","Computer.Science.B.S.","Criminal.Justice..B.S.","Emergency.Services.Administration..B.S.","Exercise.Science..B.S.","Finance..B.S.","Interdisciplinary.Studies..B.S.","Marketing..B.S.","Mathematics..B.S.","Music.Education..B.S.","Music..B.S.","Music..Composition.Concentration..B.S.","Music..Vocal.Performance.Concentration..B.S.","Natural.Sciences..B.S.","Neuroscience..B.S....Cognitive.Neuroscience.Concentration","Neuroscience..B.S....Molecular.Neuroscience.Concentration","Nursing..B.S.","Nursing..R.N..to.B.S.","Physical.Activity.Studies..B.S.","Physical.Education.and.Health.Education..B.S.","Physical.Education..Teaching..B.S.","Physical.Therapy..B.S..D.P.T...New.York.Institute.of.Technology.","Physical.Therapy..B.S..D.P.T...New.York.Medical.College.","Physics..B.S.","Podiatry..B.S..D.P.M..New.York.College.of.Podiatric.Medicine...NYCPM..","Sport.Management..B.S.","ANSWER.Program.Leading.to.Bachelor.of.Social.Work..B.S.W.","Social.Work..B.S.W.","Social.Work..Child.and.Family.Studies.Concentration..B.S.W."
"781","0105-208","Microbiology 
Designed for Nursing students and other students in Allied Health fields. Not for Biology Major Credit Designed for Nursing students and other studentsüin Allied Health fields. Not for Biology MajorüCredit Designed for Nursing students and other studentsüin Allied Health fields. Not for Biology MajorüCredit Student must register for Lecture and Lab",,"3","","NS",0,0,0,0,0,0,0,0,1,0,4,4,5,4,5,5,5,4,5,5,3,4,3,2,2,2,4,4,4,5,1,5,3,3,2,4,4,1,2,2,4,2,4,2,3,4,4,3,3,3,5,3,3,2,2,4,4,2,2,5,2,5,1,1,1,3,2,5,1,2,5,2,4,3,5,4,3,1,2,2,4,2,5,3,4,4,1,4,4,1,4,3,5,2,5,4,1,2,4,1,2,4,1,1,3,1,5,4
"782","0105-209","Emerging Trends in Genetics
Designed for Nursing Students. Not for Biology Major Credit",,"2","","NS",0,0,0,0,0,0,0,0,1,0,2,1,2,4,2,2,2,5,3,5,4,5,2,3,4,3,3,5,4,5,1,1,5,4,4,4,1,3,3,1,1,3,2,2,2,2,1,1,1,1,4,4,5,4,5,2,1,4,1,1,4,4,1,3,2,1,1,3,4,5,2,5,2,1,3,4,2,5,1,4,3,2,3,3,4,5,5,3,3,1,2,5,2,1,4,2,1,3,2,5,4,4,3,4,1,4,5,3
"783","0105-210","Pathophysiology
Recommended for Nursing Students and other students in allied Health Fields. May not be used for Biology Major Credit. Enrollment limited-based on placement",,"3","","NS",0,0,0,0,0,0,0,0,1,0,4,2,4,5,3,3,2,2,4,3,5,3,1,1,5,5,3,1,1,5,2,1,1,3,5,1,2,3,3,4,2,4,4,5,1,5,3,3,2,5,4,5,3,1,1,3,3,2,4,2,2,1,1,1,4,1,5,1,2,3,4,5,4,4,3,3,4,5,4,5,3,3,2,3,4,3,4,1,3,3,4,4,4,4,5,1,3,1,2,4,3,3,2,4,5,2,4,2
"784","0105-212","Functional Anatomy of Dance
Background in Dance required. Not for Biology Major credit",,"3","","NS",0,0,0,0,0,0,0,0,1,0,3,4,1,1,2,2,2,3,2,5,4,1,3,5,2,2,4,1,2,3,5,1,5,2,4,4,5,1,4,5,4,1,4,2,2,2,4,3,2,4,2,5,2,2,3,1,3,3,4,3,1,4,3,2,5,2,3,5,2,4,4,2,3,4,2,1,3,5,4,5,3,4,5,5,2,3,5,3,5,3,3,4,5,2,3,2,2,4,3,3,5,4,1,5,1,5,1,3
"785","0105-362","Jaws,Teeth and Forensic Dentistry
Co-Listed with Anthropology 0103-362.37.5 Hours of Lab Work Required.",,"4","","NS",0,0,0,0,0,0,0,0,1,0,4,1,5,1,4,3,1,2,1,5,4,3,3,3,3,1,2,4,2,2,3,4,1,3,2,5,4,5,1,3,5,5,4,4,5,3,5,3,3,4,5,4,2,3,2,2,2,1,2,2,1,5,3,4,5,1,5,4,2,3,1,2,2,3,1,1,5,3,1,4,2,2,2,3,2,1,1,1,5,5,3,2,4,3,4,4,1,1,3,1,2,4,4,2,3,2,3,4
"786","0106-100","Chemistry Modern Society",,"3","","NS",0,0,0,0,0,0,0,0,1,0,4,2,2,3,3,2,2,2,3,2,5,3,1,1,4,1,2,4,2,1,3,4,5,1,1,2,4,4,3,5,2,5,3,4,2,2,5,4,1,5,2,2,1,1,3,1,3,5,2,4,2,2,3,1,3,1,3,2,2,5,2,3,3,2,1,1,1,1,1,1,1,1,3,3,2,2,4,4,1,3,4,2,4,2,2,1,4,1,1,4,4,4,1,4,3,2,2,2
"787","0106-104","Environmental Chemistry I

For majors only For majors only",,"4","","NS",0,0,0,0,0,0,0,0,1,0,2,4,4,1,2,5,1,5,5,2,1,3,1,1,5,1,2,3,4,5,4,1,5,2,1,4,4,2,5,1,5,3,4,1,4,3,2,4,2,2,3,3,3,2,2,3,1,3,5,5,3,5,4,2,4,1,3,1,5,3,1,2,1,5,1,4,4,5,4,1,5,1,5,4,5,5,5,3,4,4,1,3,5,5,1,5,3,1,4,5,5,4,2,4,3,4,1,1
"788","0106-106","Environmental Chemistry II

Student must register for Lecture and Lab Student must register for Lecture and Lab",,"4","","NS",0,0,0,0,0,0,0,0,1,0,1,4,4,5,5,5,4,1,3,1,5,5,2,5,4,4,3,1,2,5,4,4,2,5,4,1,2,3,5,2,5,5,5,2,1,3,4,4,4,2,3,3,4,4,1,5,4,2,3,4,2,2,1,2,1,3,1,3,1,5,5,4,4,1,4,5,5,3,3,4,5,1,2,2,2,2,2,4,1,4,3,3,2,5,1,2,5,3,4,4,4,5,2,2,3,3,3,5
"789","0106-107","Essentials of Chemistry I 
Students must register for Lecture,Lab and Recitation",,"4","","NS",0,0,0,0,0,0,0,0,1,0,4,1,1,1,1,2,3,4,5,3,2,1,1,4,1,4,1,5,3,1,1,3,4,2,3,4,2,2,2,1,1,5,1,1,2,4,4,4,5,5,1,5,3,5,5,2,5,2,4,4,1,3,4,5,1,1,4,4,5,5,1,2,4,5,4,1,5,2,2,4,1,3,4,4,5,4,2,3,3,3,4,5,3,2,1,5,1,3,1,3,2,1,5,5,4,5,1,1
"790","0106-108","Essentials of Organic and Biochemistry 
Only for students in the R.N. to B.S. Program. CHE 108 does not fulfill the requirements of CHEM 109",,"3","","NS",0,0,0,0,0,0,0,0,1,0,5,4,5,5,1,2,1,5,4,4,2,4,4,2,5,4,3,1,4,2,4,5,1,3,5,3,3,2,2,4,5,4,3,2,5,1,4,1,4,4,1,1,2,2,2,5,1,1,3,4,2,5,4,5,2,4,4,1,4,3,4,1,5,4,4,5,4,3,2,1,4,5,5,1,2,2,2,4,2,3,5,5,3,2,5,2,1,4,2,5,1,3,2,1,1,4,1,4
"791","0106-109","Physiological Chemistry Lecture
Students must register for Lecture,Lab and Recitation Students must register for Lecture,Lab and Recitation Students must register for Lecture,Lab and Recitation",,"5","","NS",0,0,0,0,0,0,0,0,1,0,4,3,2,3,4,1,2,4,5,2,1,4,1,5,1,2,3,2,4,2,5,1,5,3,4,1,5,5,2,2,4,5,2,5,5,1,3,1,1,5,5,2,3,2,3,3,3,2,5,1,4,5,2,2,2,2,3,4,3,3,5,3,3,1,1,5,3,2,1,2,3,2,5,1,3,3,1,1,3,1,2,5,1,3,5,5,5,2,1,5,5,2,3,4,1,5,2,5
"792","0106-200","Chemistry Electives",,"1.00 - 6.00","","NS",0,0,0,0,0,0,0,0,1,0,2,1,4,5,2,3,5,4,5,2,4,5,2,4,2,2,1,5,1,5,1,2,1,3,2,2,5,1,3,3,5,4,1,4,1,1,4,5,1,2,4,3,4,5,2,3,5,2,4,4,1,3,5,4,5,3,2,1,1,5,3,1,4,4,2,5,1,4,2,1,4,1,1,5,2,3,5,5,5,5,5,4,3,2,3,3,2,3,2,4,2,4,3,5,3,1,4,4
"793","0112-102","Physical Geology
Cross-listed with 0125-109Student must register for Lecture and Lab Student must register for Lecture and Lab",,"4","","NS",0,0,0,0,0,0,0,0,1,0,2,4,4,4,5,5,4,3,5,2,5,4,3,5,5,1,4,2,2,2,4,4,1,5,3,4,4,2,4,5,3,2,3,3,5,3,2,5,5,3,3,2,3,2,1,4,1,5,4,1,2,3,1,4,4,5,5,3,4,3,4,5,1,1,2,3,1,4,5,5,3,4,1,3,2,1,2,3,5,3,4,5,3,4,5,3,2,1,2,3,3,2,1,3,2,2,5,3
"794","0112-103","Historical Geology
Cross-listed with 0125-110Student must register for Lecture and Lab Student must register for Lecture and Lab",,"4","","NS",0,0,0,0,0,0,0,0,1,0,3,2,3,5,3,3,3,4,3,4,2,2,5,5,4,1,3,2,4,1,2,4,3,2,4,2,2,4,3,5,2,3,1,4,1,4,3,3,4,5,1,1,5,2,5,1,1,5,5,3,2,1,2,1,3,5,3,3,3,2,4,4,5,1,2,1,5,2,3,5,3,1,1,5,5,3,4,3,5,2,2,4,1,5,4,2,2,5,1,1,2,2,5,4,4,5,1,4
"795","0112-104","Environmental Geology
Cross-listed with ENV (0125) 104",,"3","","NS",0,0,0,0,0,0,0,0,1,0,5,1,1,5,1,3,2,3,1,1,4,5,2,1,2,2,3,4,4,3,4,2,5,2,5,1,1,2,4,1,1,5,5,5,4,4,5,5,4,3,4,2,2,5,4,3,4,1,5,3,5,1,4,2,4,3,5,5,5,2,5,4,1,1,5,3,1,5,3,5,5,5,3,1,4,4,5,3,5,4,5,4,3,5,3,5,1,5,1,1,3,1,2,5,3,5,5,2
"796","0112-110","Natural Science and Environmental Problems",,"3","","NS",0,0,0,0,0,0,0,0,1,0,5,1,3,5,4,5,3,2,1,1,3,1,3,3,4,4,1,4,1,1,1,5,5,5,1,2,2,4,3,2,5,3,3,1,2,3,2,1,3,5,4,2,5,2,1,1,5,4,5,4,3,1,5,4,5,4,2,1,2,3,4,3,2,1,4,1,5,5,2,4,3,5,5,1,3,1,1,5,5,5,1,3,2,5,1,5,5,3,2,1,5,5,5,5,1,1,3,3
"797","0112-111","Unified Science for Elementary Teachers
Only open to Childhood/Childhood Step Students. Field Trips may be required Only open to Childhood/Childhood Step Students.üField Trips may be required Only open to Childhood/Childhood Step students.üField Trips may be requried Student must register for Lecture and Lab Student must register for Lecture and Lab",,"4","","NS",0,0,0,0,0,0,0,0,1,0,4,2,4,5,1,4,2,1,5,1,4,1,2,2,3,5,5,2,3,2,2,2,5,4,2,5,2,4,3,1,5,2,1,5,5,1,4,2,5,5,2,2,4,4,2,4,4,3,1,2,1,2,2,4,1,2,2,5,3,4,1,4,3,4,3,3,3,1,2,2,5,4,5,2,2,5,4,3,5,5,4,4,2,4,4,4,3,3,5,1,1,3,3,1,1,1,4,3
"798","0112-156","Climate Change 
Cross-listed with ENV (0125) 156",,"3","","NS",0,0,0,0,0,0,0,0,1,0,5,4,4,4,5,2,5,1,5,5,1,3,2,1,3,1,4,3,5,2,4,4,2,1,2,5,1,4,2,4,1,5,3,4,2,2,3,3,4,1,3,2,4,4,1,5,2,1,3,5,2,4,5,4,5,4,5,4,1,1,3,1,3,4,2,2,5,5,4,1,5,5,1,5,5,4,5,4,3,5,2,2,1,3,5,2,4,3,1,5,4,2,4,1,1,5,2,5
"799","0125-102","Natural Science and Environmental Problems",,"3","","NS",0,0,0,0,0,0,0,0,1,0,4,2,5,4,5,3,4,5,2,1,3,1,4,1,5,5,5,1,4,2,3,5,5,3,5,3,3,3,5,1,4,5,4,2,4,4,3,5,4,5,5,2,4,1,2,2,3,1,2,1,1,4,4,3,5,3,2,3,4,4,3,2,3,3,3,5,5,2,2,1,5,2,4,5,5,4,1,4,5,3,5,1,5,2,1,4,4,3,2,4,4,1,5,3,3,5,1,3
"800","0125-104","Environmental Geology 
Cross-listed with EAS (0112) 104",,"3","","NS",0,0,0,0,0,0,0,0,1,0,2,3,2,5,2,3,5,4,5,2,2,5,1,5,2,4,1,3,5,4,4,2,2,5,1,5,5,1,5,4,1,1,1,1,4,4,2,5,2,5,4,5,3,4,5,5,4,1,2,5,5,3,4,1,5,2,4,1,2,3,2,2,1,3,1,4,4,4,4,3,5,5,4,1,5,4,3,4,2,1,3,1,4,1,4,2,4,2,2,5,2,2,3,3,2,3,3,3
"801","0125-109","Physical Geology
Cross-listed with 0112-102Student must register for Lecture and Lab Student must register for Lecture and Lab",,"4","","NS",0,0,0,0,0,0,0,0,1,0,1,1,3,1,2,1,3,5,5,3,1,5,2,5,1,2,2,5,3,1,5,4,5,1,3,2,5,5,5,5,1,4,2,2,1,4,2,4,4,1,2,4,3,2,2,3,2,3,1,4,2,4,5,2,4,3,4,5,5,2,5,5,3,5,2,5,5,3,3,1,1,2,4,4,1,2,4,2,3,4,3,1,5,4,2,3,4,1,4,3,5,2,1,2,2,4,2,3
"802","0125-110","Historical Geology
Cross-listed with 0112-103Student must register for Lecture and Lab Student must register for Lecture and Lab",,"4","","NS",0,0,0,0,0,0,0,0,1,0,3,5,5,4,2,1,1,3,4,5,3,4,1,5,5,3,1,2,2,2,2,5,5,4,5,4,4,5,2,3,5,1,3,5,2,2,1,2,4,2,3,1,5,1,1,3,5,3,4,3,4,4,1,5,4,3,5,1,5,2,5,4,2,5,3,2,1,2,3,2,2,5,1,1,1,2,5,1,2,5,5,3,4,3,1,3,2,5,4,2,1,1,1,4,3,5,3,1
"803","0125-112","Environmental Chemistry 1
Student must register for Lecture and Lab Student must register for Lecture and Lab",,"4","","NS",0,0,0,0,0,0,0,0,1,0,1,1,1,3,4,2,1,2,5,2,4,5,2,5,5,3,4,5,3,2,2,3,4,4,4,3,3,4,4,2,5,5,1,1,2,2,3,1,2,5,1,1,1,4,5,2,4,3,4,4,3,5,5,5,1,5,5,2,5,3,3,5,4,3,2,3,2,5,1,2,4,3,2,5,5,5,1,2,4,5,1,4,4,5,2,5,4,3,1,4,5,1,2,4,3,3,5,2
"804","0125-113","Environmental Chemistry I I

Student must register for Lecture and Lab Student must register for Lecture and Lab",,"4","","NS",0,0,0,0,0,0,0,0,1,0,5,3,2,4,5,2,3,1,4,2,2,1,2,4,1,5,1,4,1,3,1,3,1,4,4,2,1,2,2,4,5,1,3,1,4,3,4,3,1,3,3,3,4,2,3,4,5,1,5,3,1,5,5,2,4,5,2,3,3,5,2,2,2,2,4,3,2,4,2,3,4,2,5,3,4,3,2,1,5,4,3,4,4,1,4,3,4,3,3,3,4,2,3,1,1,3,5,4
"805","0125-156","Climate Change 
Cross-listed with EAS (0112)-156",,"3","","NS",0,0,0,0,0,0,0,0,1,0,4,3,5,2,4,2,4,3,2,5,4,5,5,4,1,4,3,2,2,2,3,3,5,4,3,2,5,3,3,3,3,4,2,5,4,3,5,2,4,1,5,2,5,4,3,5,2,4,1,3,2,5,5,3,1,2,4,3,1,4,5,2,5,4,3,5,3,4,4,3,2,4,4,2,4,2,3,1,1,1,1,2,2,4,4,5,4,1,3,2,3,5,4,2,5,3,1,5
"806","0125-250","Physical Problems of Pollution",,"3","","NS",0,0,0,0,0,0,0,0,1,0,3,1,1,4,5,4,5,4,5,5,1,1,5,2,4,1,4,4,5,5,3,2,1,2,2,1,4,3,1,2,5,5,2,1,2,5,1,4,3,5,4,3,4,5,2,5,2,1,4,2,1,2,4,5,4,1,2,1,5,2,5,4,1,3,3,3,4,4,2,2,3,2,5,4,5,5,1,5,1,3,4,4,2,2,4,3,5,4,2,2,1,2,3,3,1,2,5,4
"807","0125-441","Forensic Anthropology
37.5 Hours of Lab Work Required",,"4","","NS",0,0,0,0,0,0,0,0,1,0,2,2,3,3,4,1,2,3,2,5,3,2,2,2,5,4,1,1,2,1,2,5,4,4,5,3,2,4,5,5,2,3,1,2,2,1,2,2,5,3,3,3,1,5,1,5,2,2,1,3,1,3,5,1,5,1,3,5,1,3,4,3,4,4,2,4,5,3,3,1,2,2,4,1,2,1,4,5,1,2,3,1,5,5,4,5,2,5,3,3,2,3,3,5,2,4,2,5
"808","0156-101","More Physics Zero",,"3","","NS",0,0,0,0,0,0,0,0,1,0,5,4,1,5,5,4,4,2,5,3,4,5,4,4,1,1,5,3,1,1,4,1,4,1,1,5,3,5,4,1,2,4,1,1,5,5,3,2,1,4,2,4,1,5,2,5,5,2,2,4,5,4,2,4,4,5,4,3,3,5,1,3,1,5,5,5,2,4,3,4,3,5,1,1,3,5,1,4,1,4,3,5,2,1,3,5,1,5,5,3,4,3,3,3,4,3,2,1
"809","0156-111","College Physics I (Lecture) 
P H Y 111 and P H Y 113 Labs are interchangeable",,"4","","NS",0,0,0,0,0,0,0,0,1,0,3,3,5,2,3,4,1,4,5,5,1,5,2,5,2,3,4,5,5,1,1,4,3,1,5,4,5,2,3,1,3,1,1,4,3,2,4,4,5,1,5,2,1,4,5,3,1,1,2,2,1,1,5,3,2,4,4,2,1,4,4,4,2,3,2,4,4,1,3,4,4,5,5,1,4,3,2,4,3,1,1,2,4,2,2,1,1,4,5,3,1,4,4,3,4,3,1,2
"810","0156-112","College Physics II (Lecture) 
P H Y 112 and P H Y 114 Labs are interchangeable",,"4","","NS",0,0,0,0,0,0,0,0,1,0,2,3,5,1,4,3,2,4,3,3,2,5,5,4,3,4,4,3,3,1,5,4,4,2,2,2,4,4,3,3,1,5,2,1,4,3,2,5,4,4,5,4,2,3,4,2,3,2,1,4,5,5,5,1,4,2,1,4,2,1,3,1,5,1,2,3,5,4,4,5,4,3,1,1,2,2,5,1,3,2,5,2,2,5,1,1,1,2,1,1,2,2,1,2,3,5,3,1
"811","0156-113","Physics For Science Majors I 
P H Y 111 and P H Y 113 Labs are interchangeable. 
Corequisite(s): 0144-141",,"4","","NS",0,0,0,0,0,0,0,0,1,0,3,4,5,4,1,2,1,5,2,2,4,2,1,3,2,1,3,4,4,5,3,2,2,5,2,1,2,5,2,3,3,5,2,2,4,4,1,1,2,5,3,4,5,4,5,2,1,1,2,5,4,1,2,3,3,2,2,5,3,3,3,5,4,1,3,2,3,5,2,4,2,4,3,2,2,2,5,1,1,3,2,3,3,1,4,2,4,2,4,4,2,3,1,5,4,3,5,2
"812","0156-114","Physics for Science Majors II 
P H Y 112 and P H Y 114 Labs are interchangeable Students must register for Lecture, Lab, and Recitation 
Corequisite(s): 0144-142",,"4","","NS",0,0,0,0,0,0,0,0,1,0,2,5,4,3,1,4,1,2,3,5,2,2,4,5,2,5,5,2,2,4,1,5,1,2,4,4,1,1,4,2,2,5,2,2,2,5,2,4,4,3,5,1,2,1,3,4,2,5,3,1,3,3,3,1,4,5,1,3,4,1,4,4,1,1,5,4,1,1,5,5,3,3,3,2,5,4,4,5,4,1,2,2,4,5,2,5,1,1,1,4,2,3,1,5,3,5,2,4
"813","0156-200","Physics Elective",,"1.00 - 6.00","","NS",0,0,0,0,0,0,0,0,1,0,2,4,4,3,3,2,4,3,5,4,3,3,1,1,4,3,4,5,4,5,4,1,5,3,1,2,5,3,4,1,1,1,2,5,3,1,1,2,1,3,4,2,4,2,5,4,5,2,4,1,2,2,3,2,3,5,5,4,1,4,3,3,3,2,2,2,3,3,5,1,1,2,1,4,4,3,3,5,4,4,2,5,1,5,1,1,4,4,3,3,1,4,3,2,1,2,5,4
"814","0156-250","Physical Problems of Pollution
Writtten Permission of Instructor",,"3","","NS",0,0,0,0,0,0,0,0,1,0,3,2,5,1,5,2,4,3,2,5,2,5,5,2,2,2,1,1,5,4,1,2,4,5,1,2,5,5,2,3,4,1,5,1,1,2,4,4,3,2,2,2,4,2,3,2,5,2,3,3,1,1,3,5,2,1,4,5,2,5,2,2,3,1,2,5,1,5,3,4,4,2,1,1,3,1,3,3,4,4,2,2,2,5,1,4,1,1,1,5,3,1,3,2,1,1,5,5
"815","0404-245","The Science Of Social Issues
Open to majors and non-majorsFor majors and non-majors",,"3","","NS",0,0,0,0,0,0,0,0,1,0,3,3,1,1,5,5,1,2,4,5,5,3,5,5,4,2,1,2,2,1,5,4,1,3,4,3,2,2,3,1,5,3,5,4,2,4,4,3,2,2,5,3,1,5,4,3,4,3,5,3,3,2,4,5,5,4,4,3,5,5,5,5,5,2,1,1,4,1,4,1,4,3,3,2,1,4,1,5,1,1,2,5,5,5,2,2,3,1,3,3,2,5,4,4,2,2,4,5
"816","0852-463","Physiology of Exercise ( Lecture )",,"3","","NS",0,0,0,0,0,0,0,0,1,0,1,1,1,2,2,3,1,5,3,5,4,2,2,4,3,4,2,2,1,2,5,5,3,1,1,2,5,1,5,4,5,4,2,1,3,1,5,5,1,1,3,2,2,5,4,2,1,4,1,4,5,2,1,1,3,4,5,3,1,5,3,5,3,2,5,4,2,4,3,4,1,2,4,3,5,4,1,5,4,5,4,5,3,1,3,1,4,1,3,4,1,2,4,2,5,1,4,4
"817","0960-340","Levermore Global Scholars Seminar in The Sciences
Sophomore Standing or HigherFor Levermore Global Scholar Students Only",,"3","","NS",0,0,0,0,0,0,0,0,1,0,4,1,5,2,3,2,1,3,3,1,1,1,1,2,5,2,4,2,1,2,2,3,4,5,5,1,1,5,2,3,4,5,4,2,2,3,1,4,5,3,4,1,3,5,1,1,5,3,1,4,5,5,5,5,5,4,3,1,4,3,3,2,2,4,4,5,5,3,1,2,2,3,5,4,1,1,1,1,4,2,5,1,5,3,5,1,2,5,5,4,3,2,2,4,1,4,3,3
"818","0083-320","Social Science Seminar: 
Open to Sophmores,Juniors and SeniorsHonors College students only.",,"3","","SS",0,0,0,0,0,0,0,0,0,1,4,2,1,5,3,5,4,3,3,1,2,4,1,2,4,5,4,2,2,1,3,2,3,3,2,1,4,4,1,3,3,3,4,5,5,4,3,4,3,5,3,2,1,5,2,4,5,4,4,1,3,3,5,3,5,3,3,2,1,3,5,1,5,2,4,1,2,1,4,2,2,1,2,2,2,5,5,4,5,1,3,4,2,5,2,1,1,3,4,4,4,3,5,3,2,2,4,4
"819","0101-277","Law and Social Inequality
Cross-Listed with 0170-277",,"3","","SS",0,0,0,0,0,0,0,0,0,1,3,5,1,1,1,3,4,5,3,5,1,4,4,2,2,2,3,5,4,2,4,5,3,2,5,4,4,1,1,3,5,5,3,2,4,4,1,4,1,5,3,4,4,4,4,1,5,3,2,5,4,2,5,1,5,1,1,5,4,3,1,5,1,1,1,2,4,5,2,4,5,2,5,3,1,1,1,4,4,3,2,4,5,3,4,1,5,3,2,1,4,2,1,3,2,4,1,2
"820","0101-306","Race and Politics",,"3","","SS",0,0,0,0,0,0,0,0,0,1,4,2,5,2,4,4,1,4,4,2,2,4,2,3,4,1,5,1,2,3,5,3,2,5,1,1,1,3,4,3,1,3,1,5,4,2,5,3,5,5,4,5,1,4,3,2,2,5,5,1,1,1,5,2,5,5,4,2,3,4,3,5,4,4,4,2,3,4,5,3,2,2,3,5,4,4,2,2,4,4,1,3,2,2,1,4,5,3,5,1,5,2,5,5,4,2,3,1
"821","0103-226","Prehistoric Technology
25 Hours of Lab work required",,"3","","SS",0,0,0,0,0,0,0,0,0,1,3,4,4,2,4,2,1,5,4,3,3,4,4,1,1,4,3,5,5,5,1,3,1,1,5,3,3,2,2,5,1,5,3,2,5,2,4,4,1,4,3,1,1,1,1,1,5,1,5,4,4,3,3,3,1,2,5,3,2,3,3,1,3,2,1,4,2,3,3,1,2,1,5,5,1,4,3,2,5,1,1,1,2,5,1,5,4,2,2,2,2,3,1,5,1,1,2,3
"822","0103-321","Historic Preservation",,"3","","SS",0,0,0,0,0,0,0,0,0,1,4,5,4,3,1,2,2,1,4,5,5,5,2,5,4,3,5,5,3,3,1,2,4,2,3,5,2,1,3,5,3,5,3,2,1,4,1,2,5,4,1,3,3,5,2,5,4,4,3,2,4,3,1,5,4,3,2,1,2,5,3,3,3,4,5,3,1,1,3,1,2,5,4,4,2,1,4,3,1,1,5,3,4,2,3,3,2,2,5,4,4,4,1,5,4,5,3,1
"823","0103-325","History of Anthropological Theory",,"3","","SS",0,0,0,0,0,0,0,0,0,1,3,2,3,4,1,1,2,2,3,2,3,3,2,1,2,4,4,5,3,2,5,5,3,2,3,2,1,1,3,4,1,5,3,4,5,2,1,2,4,4,1,2,4,3,2,2,3,3,3,1,5,3,2,1,5,5,1,1,2,1,3,4,5,4,1,1,4,4,5,1,5,5,3,4,2,2,4,5,2,1,1,4,3,1,2,2,2,1,4,2,2,4,5,3,5,4,3,4
"824","0108-102","Communication Theory",,"3","","SS",0,0,0,0,0,0,0,0,0,1,5,4,5,4,1,2,4,5,5,1,1,3,2,5,4,5,4,4,3,1,1,5,1,3,2,4,5,2,2,3,4,2,3,5,1,5,3,1,4,4,3,3,4,1,1,3,5,3,3,1,5,3,4,1,4,2,2,1,2,4,1,3,2,3,2,3,3,3,4,5,3,2,1,2,1,5,5,1,2,5,3,5,1,4,2,1,1,4,4,1,1,2,3,4,4,2,3,3
